"Timestamp","Team Number","Match Type","Match Number","What did the robot do during autonomous?","Starting Position","Comments","Rate this robot's autonomous:","Cubes placed in Exchange Zone (EZ)","Cubes placed in Switch","Cubes placed in Scale","Which of these things did the robot do?","Rate the Cycle Time","Rate the Driving Ability","What did the robot do in endgame?","What was the robot's primary function?","What was the team's result?","How many points did the team's alliance score?","How many points did the other alliance score?","General Comments"
"2018/03/02 2:45:23 PM EST","3010","Qualification","33","Put Cube(s) in Switch (if multiple specify below)","Middle","","4","0","1","2","Pick cube off the floor;Get cube from the portal","2","2","Neither","Offense","Win","327","190",""
"2018/03/02 2:45:27 PM EST","2603","Qualification","33","Cross Baseline","Left","Fast","2","0","2","1","Pick cube off the floor","1","2","Neither","Offense","Loss","190","327","Lift mechanism is very slow. Lift doesn’t reach high enough. Collector also has no wheels so difficult placement. "
"2018/03/02 2:46:05 PM EST","677","Qualification","33","Cross Baseline;It fell out of the switch","Right","Moved very quickly ","2","3","1","0","Pick cube off the floor","2","2","Neither","Offense","Win","327","190","Missed multiple times on the scale. Had a hard time lining up the cube with the EZ. "
"2018/03/02 2:46:14 PM EST","3138","Qualification","33","Cross Baseline","Middle","","2","3","0","0","Pick cube off the floor","1","1","Platform","Offense","Loss","190","327",""
"2018/03/02 2:52:24 PM EST","4028","Qualification","33","Nothing - robot did not move","Left","","1","0","0","0","Neither","1","1","Neither","Offense","Loss","36","420","Robot did not move. Drive team did not try to move it."
"2018/03/02 2:52:31 PM EST","868","Qualification","34","Cross Baseline","Right","","2","2","0","0","Pick cube off the floor","1","1","Attempted Climb","Offense","Loss","36 ","420",""
"2018/03/02 2:53:02 PM EST","337","Qualification","34","Cross Baseline","Middle","Attempted cube in scale but overshot","3","0","4","0","Get cube from the portal","3","2","Platform","Offense","Loss","36","420","They are very good at placing cubes in the defensive switch because they are fast on cycle time between portal station and switch."
"2018/03/02 2:53:05 PM EST","291","Qualification","34","Put Cube(s) in Switch (if multiple specify below)","Left","","4","0","4","1","Pick cube off the floor","3","3","Platform","Offense","Win","420","36","Very fast robot. Dropped one off of the scale. Very fast pickups. "
"2018/03/02 2:53:07 PM EST","3324","Qualification","34","Cross Baseline","Middle","","2","5","3","0","Pick cube off the floor","3","2","Platform","Offense","Win","420","36","Very efficient at the EZ and switch. Very few troubles with picking cubes up"
"2018/03/02 2:54:01 PM EST","1559","Qualification","34","Cross Baseline","Right","","2","0","0","3","Pick cube off the floor","2","2","Successful Climb","Offense","Win","420","36","Have an extended bar to assist another team climb but wasn’t used in this match"
"2018/03/02 3:00:31 PM EST","3193","Qualification","35","Cross Baseline","Right","","2","0","0","0","Neither","1","2","Platform","Both","Loss","179","407","The robot broke down during the entire teleop period and came back to life around 19 sec left."
"2018/03/02 3:00:44 PM EST","1466","Qualification","35","Cross Baseline;Put Cube(s) in Switch (if multiple specify below)","Middle","","3","1","0","1","Pick cube off the floor","1","1","Platform","Offense","Loss","174","407",""
"2018/03/02 3:00:48 PM EST","4362","Qualification","35","Cross Baseline","Left","","2","0","1","2","Pick cube off the floor","2","2","Successful Climb","Offense","Win","407","179","Did well with defense. Dropped one cube on scale. Was lifted by another robot. "
"2018/03/02 3:00:49 PM EST","4284","Qualification","35","Cross Baseline;Put Cube(s) in Switch (if multiple specify below)","Left","Kinda slow","2","0","1","1","Pick cube off the floor","1","1","Neither","Offense","Loss","174","407","Has trouble picking cubes off ground and keeping them when lifting up to scale. "
"2018/03/02 3:00:56 PM EST","4521","Qualification","35","Cross Baseline","Right","","2","0","1","2","Pick cube off the floor","1","2","Neither","Offense","Win","407","179","Climbed with assist but struggled with picking up cubes"
"2018/03/02 3:01:17 PM EST","1014","Qualification","35","Cross Baseline","Right","","3","7","1","0","Pick cube off the floor","2","2","Successful Climb","Offense","Win","407","179","Were lifted up by another robot. Were pretty efficient at ez and switch with only minor problems"
"2018/03/02 3:07:57 PM EST","2252","Qualification","36","Cross Baseline;Put Cube(s) in Scale (if multiple specify below)","Right","","4","0","1","0","Pick cube off the floor","1","1","Attempted Climb","Offense","Win","432","124","Has ability to climb and lift two other robots but ran out of time. Slow driving"
"2018/03/02 3:08:04 PM EST","5667","Qualification","36","Cross Baseline;Put Cube(s) in Switch (if multiple specify below)","Left","","4","0","1","0","Pick cube off the floor","1","1","Neither","Offense","Loss","124","432","Struggled to pick up cube. Broke a piece of the field. "
"2018/03/02 3:08:09 PM EST","3504","Qualification","36","Put Cube(s) in Switch (if multiple specify below)","Left","","3","6","0","0","Pick cube off the floor","3","2","Platform","Offense","Win","432","124",""
"2018/03/02 3:08:31 PM EST","3492","Qualification","36","Cross Baseline","Middle","","2","6","1","0","Pick cube off the floor","2","2","Neither","Offense","Loss","124","432","Struggled some with aligning with the ez but still was efficient"
"2018/03/02 3:14:43 PM EST","3484","Qualification","37","Cross Baseline;Put Cube(s) in Switch (if multiple specify below)","Right","","4","8","1","0","Pick cube off the floor","3","3","Neither","Offense","Win","375","150","Robot broke down during endgame"
"2018/03/02 3:14:45 PM EST","379","Qualification","37","Cross Baseline","Right","","2","0","0","4","Pick cube off the floor","3","3","Successful Climb","Offense","Win","375","150","Can potentially lift two robots"
"2018/03/02 3:14:54 PM EST","4611","Qualification","37","Cross Baseline","Left","Tried to put cube in switch but missed","2","0","2","1","Pick cube off the floor","2","1","Neither","Offense","Win","375","150","Difficulty picking up from ground. Slid off another robot’s platform when climbing"
"2018/03/02 3:14:58 PM EST","4283","Qualification","37","Cross Baseline","Middle","Moved slowly","2","3","0","0","Pick cube off the floor","2","1","Neither","Offense","Loss","150","375","Had a hard time grabbing cubes and moving quickly. "
"2018/03/02 3:15:54 PM EST","1038","Qualification","37","Cross Baseline","Left","","3","0","0","4","Pick cube off the floor","2","2","Attempted Climb","Offense","Loss","150","375","Did not have enough time to climb but wasn’t clear that they would have made it. Lift not tall enough to reach over scale when tipped up"
"2018/03/02 3:16:00 PM EST","5413","Qualification","37","Cross Baseline","Right","","2","0","1","0","Pick cube off the floor","1","2","Platform","Offense","Loss","150","375","Did not do much...really struggled with picking up cubes "
"2018/03/02 3:21:25 PM EST","6927","Qualification","38","Cross Baseline","Left","","2","0","0","0","Neither","1","1","Neither","Offense","Loss","261","321",""
"2018/03/02 3:21:45 PM EST","1317","Qualification","38","Cross Baseline","Right","","2","4","0","0","Pick cube off the floor","2","2","Platform","Offense","Win","321","261","Struggled a little with putting cubes in ez"
"2018/03/02 3:21:49 PM EST","451","Qualification","38","Cross Baseline","Middle","Cube missed the switch","2","0","3","0","Pick cube off the floor","2","2","Platform","Offense","Loss","261","321","Lift mechanism broke halfway. "
"2018/03/02 3:21:56 PM EST","6765","Qualification","38","Cross Baseline","Left","Moved very quickly","2","0","1","0","Get cube from the portal","1","1","Platform","Offense","Win","321","261","Had a very hard time getting the cubes from the portal"
"2018/03/02 3:21:58 PM EST","3266","Qualification","38","Cross Baseline;Put Cube(s) in Switch (if multiple specify below)","Left","","4","7","0","0","Pick cube off the floor","2","2","Platform","Offense","Loss","261","321","Had trouble collecting cubes when FIRST logo wasn’t on top"
"2018/03/02 3:22:20 PM EST","234","Qualification","38","Cross Baseline;Put Cube(s) in Switch (if multiple specify below)","Middle","","4","0","0","2","Pick cube off the floor","2","2","Successful Climb","Offense","Win","321","261","Struggled sometimes with collecting cubes from the floor but had a very stable lift for scale and climbing"
"2018/03/02 3:28:30 PM EST","3201","Qualification","39","Cross Baseline","Right","","2","2","1","0","Pick cube off the floor","1","2","Platform","Offense","Loss","240","394","Collecting subsystem for cubes doesn’t work very well. Also has difficulty ejecting cubes"
"2018/03/02 3:29:49 PM EST","6936","Qualification","39","Cross Baseline","Middle","","3","1","2","1","Pick cube off the floor","1","2","Attempted Climb","Offense","Loss","250","369","Unstable robot. Looked like it would have been a good climb if there was more time."
"2018/03/02 3:29:51 PM EST","128","Qualification","39","Nothing - attempted auto and failed (explain below);Tried to put cube in scale ","Left","","2","0","0","0","Neither","1","1","Platform","Offense","Loss","250","369","had a very difficult time picking up cubes "
"2018/03/02 3:29:52 PM EST","4121","Qualification","39","Nothing - robot did not move","Right","","1","5","1","0","Pick cube off the floor","3","2","Successful Climb","Offense","Win","369","250","Very good at EZ extremely fast. Very efficient climb"
"2018/03/02 3:29:54 PM EST","279","Qualification","39","Cross Baseline;Put Cube(s) in Switch (if multiple specify below)","Middle","","4","0","0","2","Pick cube off the floor","2","2","Platform","Offense","Win","369","250","Sometimes had trouble collecting cubes but once in possession had a good lift"
"2018/03/02 3:29:56 PM EST","3844","Qualification","39","Cross Baseline","Left","Switch was on opposite side","2","0","1","1","Get cube from the portal","1","2","Neither","Offense","Win","369","250","Catapultes cubes...kept missing "
"2018/03/02 3:36:20 PM EST","6084","Qualification","40","Cross Baseline","Right","","2","0","0","0","Neither","1","1","Neither","Defense","Win","240","173","Defense robot just a chassis "
"2018/03/02 3:36:22 PM EST","6032","Qualification","40","Cross Baseline","Right","","2","0","0","0","Neither","1","1","Platform","Defense","Win","240","173","This robot is just a chassis.  Not particularly strong or good for defense either."
"2018/03/02 3:36:56 PM EST","4085","Qualification","40","Cross Baseline;Put Cube(s) in Switch (if multiple specify below)","Left","","4","0","0","2","Pick cube off the floor","1","2","Attempted Climb","Offense","Loss","173","240","Really hard time picking up. Very wobbly. "
"2018/03/02 3:37:07 PM EST","6834","Qualification","40","Cross Baseline","Right","Did not start with cube","2","0","0","0","Neither","1","1","Platform","Both","Loss","173","240","Could Not pick up cubes at all...tried the whole match to pick up a cube and failed"
"2018/03/02 3:37:12 PM EST","5811","Qualification","40","Nothing - robot did not move","Middle","","1","0","6","0","Pick cube off the floor;Get cube from the portal","2","3","Neither","Offense","Loss","173","240","Kept missing switch and had to keep getting new cubes from portal"
"2018/03/02 3:37:40 PM EST","2399","Qualification","40","Cross Baseline;Put Cube(s) in Switch (if multiple specify below)","Middle","","4","1","2","0","Pick cube off the floor","1","2","Neither","Offense","Win","240","173","Slow cycle times. Didn’t have enough time to make it onto the platform but they seemed like they were capable of it "
"2018/03/02 3:43:40 PM EST","3397","Qualification","41","Cross Baseline","Right","Fast","3","8","3","0","Pick cube off the floor","3","3","Platform","Offense","Win","367","220","Very consistent with the EZ"
"2018/03/02 3:43:45 PM EST","2172","Qualification","41","Cross Baseline","Right","","2","3","2","0","Pick cube off the floor","2","2","Neither","Offense","Loss","220","367","Robot drops cubes a lot. Got better as the match went on"
"2018/03/02 3:43:46 PM EST","63","Qualification","41","Cross Baseline","Middle","","2","0","1","2","Pick cube off the floor","2","2","Successful Climb","Offense","Win","367","220",""
"2018/03/02 3:43:53 PM EST","5492","Qualification","41","Cross Baseline","Left","","3","1","2","1","Pick cube off the floor","2","1","Platform","Offense","Loss","220","367","Was constantly rocking back and forth dangerously "
"2018/03/02 3:44:03 PM EST","5740","Qualification","41","Cross Baseline","Right","Switch was on opposite side","2","0","2","0","Pick cube off the floor;Get cube from the portal","3","2","Platform","Both","Loss","220","367","Quickly got cubes from portals but only 50 percent accuracy for catapulting blocks into switch"
"2018/03/02 3:44:04 PM EST","144","Qualification","41","Cross Baseline","Left","","2","0","3","1","Pick cube off the floor","2","2","Neither","Offense","Win","367","220","Had difficulty picking cubes off of ground but generally could place them well and consistently"
"2018/03/02 3:49:44 PM EST","3484","Qualification","42","Put Cube(s) in Switch (if multiple specify below)","Right","","3","0","5","0","Pick cube off the floor","2","2","Successful Climb","Offense","Loss","280","336",""
"2018/03/02 3:49:58 PM EST","3324","Qualification","42","Cross Baseline","Middle","","3","10","0","0","Pick cube off the floor","3","2","Platform","Offense","Loss","280","336","Very fast with the EZ"
"2018/03/02 3:50:06 PM EST","868","Qualification","42","Cross Baseline","Left","","2","0","0","2","Pick cube off the floor","1","1","Platform","Offense","Loss","280","336",""
"2018/03/02 3:50:10 PM EST","48","Qualification","42","Cross Baseline;Put Cube(s) in Switch (if multiple specify below)","Middle","","4","5","1","0","Pick cube off the floor","2","2","Platform","Offense","Win","336","280","Had a hard time gripping the cubes. "
"2018/03/02 3:50:46 PM EST","4284","Qualification","42","Cross Baseline","Left","","2","0","0","1","Pick cube off the floor","2","2","Attempted Climb","Offense","Win","336","280","Often struggled to pick up cubes and struggled to get onto the platform to climb"
"2018/03/02 3:50:51 PM EST","302","Qualification","42","Cross Baseline","Right","Almost got cube in scale","3","0","2","3","Pick cube off the floor","3","3","Neither","Offense","Win","336","280","Did not get onto platform but pushed struggling teammate onto pltform "
"2018/03/02 3:55:11 PM EST","291","Qualification","43","Put Cube(s) in Scale (if multiple specify below)","Left","","4","0","0","5","Pick cube off the floor","2","2","Platform","Offense","Win","436","246",""
"2018/03/02 3:55:35 PM EST","1014","Qualification","43","Cross Baseline","Right","","2","1","0","1","Pick cube off the floor","2","2","Platform","Offense","Loss","246","436","Couldn’t release cube on scale one time and almost tipped"
"2018/03/02 3:55:44 PM EST","1317","Qualification","44","Cross Baseline;Put Cube(s) in Switch (if multiple specify below)","Middle","Fast","3","7","1","0","Pick cube off the floor","2","2","Platform","Offense","Win","436","246","No robots in way so it was easy for them to load the EZ"
"2018/03/02 3:55:45 PM EST","677","Qualification","43","Cross Baseline","Left","Moved quickky","2","4","2","0","Pick cube off the floor","2","2","Neither","Offense","Loss","246","436","Very good at EZ. "
"2018/03/02 3:57:40 PM EST","4145","Qualification","43","Put Cube(s) in Switch (if multiple specify below)","Middle","","4","0","0","2","Pick cube off the floor","2","2","Successful Climb","Defense","Loss","246","436","Ok with putting cubes in scale"
"2018/03/02 4:02:34 PM EST","247","Qualification","44","Cross Baseline","Left","","2","0","1","1","Pick cube off the floor","1","2","Platform","Offense","Win","449","175","Missed the scale once struggled with picking up cubes a few times"
"2018/03/02 4:02:42 PM EST","1675","Qualification","44","Cross Baseline","Middle","","2","1","3","0","Pick cube off the floor","2","2","Platform","Offense","Loss","175","449","potential to lift two robots "
"2018/03/02 4:02:58 PM EST","4028","Qualification","44","Put Cube(s) in Scale (if multiple specify below)","Left","2 CUBES IN SCALE VERY FAST","5","0","3","1","Pick cube off the floor","2","3","Successful Climb","Offense","Win","449","175","Good mechanism...accurate and efficient VERY GOOD AUTO"
"2018/03/02 4:03:05 PM EST","3492","Qualification","44","Cross Baseline;Put Cube(s) in Switch (if multiple specify below)","Right","Very fast and accurate. ","4","8","1","0","Pick cube off the floor","3","3","Platform","Offense","Win","449","175","Very very fast and accurate. Handles defense well. "
"2018/03/02 4:03:16 PM EST","5667","Qualification","44","Cross Baseline","Left","Put cube in wrong switch","3","1","0","0","Pick cube off the floor;Neither","1","1","Platform","Offense","Loss","449","175","Was not moving for a while and was in the way. Very little contribution to alliance"
"2018/03/02 4:11:41 PM EST","1466","Qualification","45","Put Cube(s) in Switch (if multiple specify below)","Middle","","3","0","0","3","Pick cube off the floor","1","1","Platform","Offense","Loss","278","434",""
"2018/03/02 4:11:41 PM EST","3193","Qualification","45","Cross Baseline","Left","","2","0","0","1","Pick cube off the floor","2","2","Platform","Defense","Win","434","278","Didn’t do very much and was borderline defensive"
"2018/03/02 4:11:44 PM EST","4611","Qualification","45","Cross Baseline","Middle","attempted switch but missed","2","0","1","2","Pick cube off the floor","2","2","Successful Climb","Offense","Win","434","278","Missed a couple of times on scale"
"2018/03/02 4:11:51 PM EST","6032","Qualification","45","Nothing - robot did not move","Right","","1","8","1","0","Pick cube off the floor","3","2","Neither","Offense","Loss","278","434","lost communication for a few seconds"
"2018/03/02 4:12:05 PM EST","279","Qualification","45","Cross Baseline","Right","","2","5","0","1","Pick cube off the floor","3","2","Neither","Offense","Win","434","278","Dropped multiple cubes on the lift. "
"2018/03/02 4:12:06 PM EST","6927","Qualification","45","Cross Baseline","Left","","2","0","0","1","Pick cube off the floor","1","1","Platform","Offense","Loss","278","434","Contact penalties. Losing bumpers. Very slow and inconsistent. "
"2018/03/02 4:18:16 PM EST","6765","Qualification","46","Cross Baseline","Right","","2","0","2","0","Get cube from the portal","2","2","Platform","Offense","Win","355","172","robot could only collect from portals"
"2018/03/02 4:18:16 PM EST","4085","Qualification","46","Cross Baseline;Put Cube(s) in Switch (if multiple specify below)","Middle","","4","1","0","0","Pick cube off the floor","2","2","Neither","Offense","Loss","172","355",""
"2018/03/02 4:18:30 PM EST","3010","Qualification","46","Nothing - attempted auto and failed (explain below)","Middle","Didn’t go forwards enough and dropped cube over nothing","1","7","1","1","Pick cube off the floor","3","3","Platform","Offense","Win","355","172","Slow at scale. No robots blocking EZ so task was easy"
"2018/03/02 4:18:35 PM EST","6765","Qualification","46","Cross Baseline","Right","","2","0","2","0","Get cube from the portal","1","1","Platform","Offense","Win","355","172",""
"2018/03/02 4:18:46 PM EST","128","Qualification","46","Cross Baseline","Left","Missed switch","2","0","0","1","Pick cube off the floor","1","2","Platform","Both","Loss","172","355","VERY SLOW to bring collecter back to ground so they played defense after one cube in scale"
"2018/03/02 4:18:50 PM EST","4521","Qualification","46","Cross Baseline","Right","","2","0","1","2","Pick cube off the floor","1","1","Attempted Climb","Offense","Loss","172","355","Dropped a couple of cubes. Takes a long time to grab. "
"2018/03/02 4:25:48 PM EST","3138","Qualification","47","Cross Baseline","Left","","2","0","0","4","Pick cube off the floor","2","2","Platform","Offense","Loss","232","260",""
"2018/03/02 4:25:55 PM EST","2399","Qualification","47","Cross Baseline","Right","","3","1","1","0","Pick cube off the floor","1","1","Platform","Offense","Win","260","232","Heavily defended"
"2018/03/02 4:25:58 PM EST","6936","Qualification","48","Cross Baseline","Middle","","2","5","1","0","Pick cube off the floor","2","2","Successful Climb","Offense","Loss","232","260","Very good at EZ. "
"2018/03/02 4:26:00 PM EST","3777","Qualification","47","Cross Baseline","Middle","","2","0","2","0","Get cube from the portal","1","1","Successful Climb","Offense","Win","260","232",""
"2018/03/02 4:26:04 PM EST","3504","Qualification","47","Cross Baseline","Left","","2","0","0","5","Pick cube off the floor","2","2","Platform","Offense","Win","260","232","Dropped a cube lifting it up to the scale"
"2018/03/02 4:33:52 PM EST","5811","Qualification","48","Nothing - attempted auto and failed (explain below)","Middle","Drove forward and hit cube stack","1","0","7","0","Pick cube off the floor","3","2","Platform","Offense","Loss","240","380","did well on taking cubes from portal to switch "
"2018/03/02 4:33:53 PM EST","4121","Qualification","48","Cross Baseline","Left","","2","3","0","0","Pick cube off the floor","2","2","Attempted Climb","Offense","Win","380","240",""
"2018/03/02 4:33:58 PM EST","144","Qualification","48","Cross Baseline","Right","","2","0","6","1","Get cube from the portal","3","3","Platform","Offense","Win","380","240","Consistent and fast switch and scale"
"2018/03/02 4:34:01 PM EST","451","Qualification","48","Cross Baseline","Left","","2","0","2","0","Pick cube off the floor","2","1","Platform","Offense","Loss","380","240","Had difficulty picking cubes off of ground. Control of cubes was not good"
"2018/03/02 4:35:04 PM EST","2252","Qualification","48","Cross Baseline","Middle","","2","0","3","2","Pick cube off the floor","2","2","Successful Climb","Offense","Win","380","240","Slow to climb. Went to climb before climbing was allowed (gave up a little bit)"
"2018/03/02 4:35:17 PM EST","4283","Qualification","48","Cross Baseline","Right","","3","4","1","0","Pick cube off the floor","1","1","Neither","Both","Loss","240","380","Agonizingly slow driving. Okay-ish collector. Terrible at driving and lining up. "
"2018/03/02 4:39:45 PM EST","379","Qualification","49","Cross Baseline;Put Cube(s) in Switch (if multiple specify below)","Middle","","3","0","0","6","Pick cube off the floor","2","2","Successful Climb","Offense","Win","364","253",""
"2018/03/02 4:40:26 PM EST","6460","Qualification","49","Cross Baseline","Left","Dropped their cube","2","0","1","0","Pick cube off the floor","1","1","Platform","Offense","Win","364","258","Very slow. Was lifted by another team. "
"2018/03/02 4:40:26 PM EST","4467","Qualification","49","Cross Baseline","Middle","","2","4","1","0","Pick cube off the floor","2","2","Attempted Climb","Offense","Loss","258","364","Potential to lift another robot with them "
"2018/03/02 4:40:31 PM EST","6084","Qualification","49","Cross Baseline","Right","","2","0","0","0","Neither","1","1","Neither","Defense","Loss","258","364","Just a chassis"
"2018/03/02 4:40:41 PM EST","1559","Qualification","49","Cross Baseline;Put Cube(s) in Switch (if multiple specify below)","Left","Fast","3","0","0","2","Pick cube off the floor","2","2","Platform","Offense","Loss","258","364","arm is well maneuvered"
"2018/03/02 4:41:34 PM EST","3397","Qualification","49","Cross Baseline","Right","Switch was on opposite side","2","9","1","0","Pick cube off the floor","3","3","Neither","Offense","Win","364","258","VERY EFFECTIVE IN PUTTING CUBES IN EZ"
"2018/03/02 4:46:20 PM EST","234","Qualification","50","Put Cube(s) in Switch (if multiple specify below)","Middle","","3","0","1","2","Pick cube off the floor","2","2","Successful Climb","Offense","Win","407","193",""
"2018/03/02 4:46:35 PM EST","3260","Qualification","50","Cross Baseline","Middle","","2","0","1","3","Pick cube off the floor","1","2","Successful Climb","Offense","Loss","193","407","Some difficulty collecting. Progressively got slower over the match. "
"2018/03/02 4:46:42 PM EST","2603","Qualification","50","Cross Baseline","Left","","2","0","1","0","Pick cube off the floor","1","2","Platform","Offense","Loss","193","403","Struggled to get cubes...lift did not reach enough to put cube in scale....dropped it"
"2018/03/02 4:46:46 PM EST","6834","Qualification","50","Cross Baseline","Right","","2","1","0","0","Pick cube off the floor","2","2","Platform","Offense","Loss","193","407","Not good"
"2018/03/02 4:47:13 PM EST","5413","Qualification","50","Cross Baseline","Left","","2","0","0","4","Neither","2","2","Platform","Offense","Win","407","193","Seemed to be getting in way of other robot on the alliances. May be a lack of communication "
"2018/03/02 4:48:47 PM EST","2172","Qualification","50","Cross Baseline","Right","","2","6","0","0","Pick cube off the floor","3","2","Platform","Offense","Win","407","193","Efficient"
"2018/03/02 4:53:04 PM EST","3193","Qualification","51","Cross Baseline","Left","","2","0","0","5","Pick cube off the floor","2","2","Platform","Offense","Win","416","241",""
"2018/03/02 4:53:08 PM EST","3940","Qualification","51","Cross Baseline","Right","","2","8","1","0","Pick cube off the floor","3","2","Platform","Offense","Win","416","216","had some communication and maneuvering trouble but very good at getting cubes and taking them to EZ"
"2018/03/02 4:53:22 PM EST","3202","Qualification","51","Nothing - attempted auto and failed (explain below)","Left","","2","0","1","0","Pick cube off the floor","2","2","Platform","Offense","Loss","241","416",""
"2018/03/02 4:53:23 PM EST","554","Qualification","51","Cross Baseline;Put Cube(s) in Switch (if multiple specify below)","Middle","","3","0","2","1","Pick cube off the floor","1","2","Successful Climb","Offense","Win","416","241","Very jerky. Collector not reliable/strong. Lost 2cubes going to switch"
"2018/03/02 4:53:25 PM EST","337","Qualification","51","Put Cube(s) in Switch (if multiple specify below)","Right","","3","0","0","4","Pick cube off the floor","2","2","Successful Climb","Offense","Loss","242","416","Slow climb...almost tipped while climbing...doesn’t seem reliable for climbing"
"2018/03/02 4:54:03 PM EST","3266","Qualification","51","Cross Baseline;Put cube on wrong side of switch","Middle","","3","6","0","0","Pick cube off the floor","2","2","Platform","Offense","Loss","241","416","Hard time picking up cubes had to use the walls of the field. "
"2018/03/02 5:00:40 PM EST","302","Qualification","52","Put Cube(s) in Scale (if multiple specify below)","Left","","5","0","0","3","Pick cube off the floor","2","2","Successful Climb","Offense","Win","373","98",""
"2018/03/02 5:01:14 PM EST","48","Qualification","52","Cross Baseline;Put Cube(s) in Switch (if multiple specify below)","Middle","Tried to twice but only got one","3","0","0","0","Neither","1","1","Neither","Offense","Loss","133","398","Not moving 30 seconds after end of autonomous. Another robot in alliance also stopped moving"
"2018/03/02 5:01:17 PM EST","3138","Qualification","52","Cross Baseline","Right","","2","0","0","3","Pick cube off the floor","1","1","Neither","Offense","Loss","133","398","hard to pick up cubes drops cubes easily rope got stuck in wheels"
"2018/03/02 5:01:19 PM EST","1317","Qualification","52","Cross Baseline","Middle","Very quick","2","0","5","0","Pick cube off the floor","3","2","Successful Climb","Both","Win","398","133"," Very good defense. Quickly does scale. "
"2018/03/02 5:02:09 PM EST","6032","Qualification","52","Nothing - robot did not move","Right","","1","6","1","0","Pick cube off the floor","2","2","Platform","Offense","Win","398","133","NO AUTO"
"2018/03/02 5:02:10 PM EST","128","Qualification","52","Cross Baseline","Left","Attempted cube in scale","3","0","0","1","Pick cube off the floor","2","2","Attempted Climb","Offense","Loss","144","398","Had some communication errors. Attempted climb but was not successful"
"2018/03/02 5:07:32 PM EST","1675","Qualification","53","Cross Baseline","Left","","2","4","3","0","Pick cube off the floor","3","3","Platform","Offense","Loss","223","315","Lifted two other robots and got levitate powerup. "
"2018/03/02 5:08:40 PM EST","868","Qualification","53","Nothing - attempted auto and failed (explain below)","Left","","2","0","0","3","Pick cube off the floor","2","2","Platform","Offense","Win","315","223","Could’ve gotten more cubes on the scale but they were knocked off"
"2018/03/02 5:09:20 PM EST","6765","Qualification","53","Cross Baseline","Right","","2","0","4","0","Get cube from the portal","1","2","Neither","Offense","Win","340","258","Struggled to line up perfectly to receive cubes from ez"
"2018/03/02 5:09:29 PM EST","4611","Qualification","53","Cross Baseline;Put Cube(s) in Switch (if multiple specify below)","Middle","Very fast ","4","0","3","4","Pick cube off the floor","3","2","Successful Climb","Offense","Win","340","258","Very efficient placement. No dropping of the cube. "
"2018/03/02 5:09:33 PM EST","2252","Qualification","53","Cross Baseline;Put Cube(s) in Switch (if multiple specify below)","Middle","","3","0","0","3","Pick cube off the floor","2","2","Platform","Offense","Loss","258","340","it was ok"
"2018/03/02 5:09:38 PM EST","63","Qualification","53","Nothing - attempted auto and failed (explain below);Tried to put block in switch but failed","Right","","2","0","3","0","Pick cube off the floor","1","1","Platform","Offense","Loss","258","340",""
"2018/03/02 5:14:28 PM EST","4521","Qualification","54","Cross Baseline","Middle","Also dropped it on the wrong side. ","2","0","0","2","Pick cube off the floor","2","2","Successful Climb","Offense","Loss","277","312","Tried to lift the two teammates but wasn’t able to. "
"2018/03/02 5:14:52 PM EST","3397","Qualification","54","Cross Baseline","Right","","2","8","0","0","Pick cube off the floor","3","3","Platform","Offense","Win","312","277","very efficient good at getting cubes"
"2018/03/02 5:15:06 PM EST","3324","Qualification","54","Cross Baseline","Right","Switch was on opposite side","2","4","1","0","Pick cube off the floor","2","2","Platform","Offense","Loss","277","312","Team member tried helping them climb but the robot tipped"
"2018/03/02 5:15:17 PM EST","3492","Qualification","54","Nothing - attempted auto and failed (explain below);Cross Baseline;Tried to put cube in switch ","Left","","2","1","0","3","Pick cube off the floor","2","2","Neither","Offense","Win","312","277",""
"2018/03/02 5:15:19 PM EST","3777","Qualification","54","Cross Baseline","Middle","","2","0","5","0","Get cube from the portal","2","3","Successful Climb","Offense","Win","312","277","Took a while to climb which prevented last robot from getting onto the platform. This robot is the most useful and fastest and only efficient for putting cubes from the portal onto the opponent switch and climbing. Does not lift other bots. "
"2018/03/02 5:18:03 PM EST","451","Qualification","54","Put Cube(s) in Switch (if multiple specify below)","Left","","3","2","0","2","Pick cube off the floor","2","2","Platform","Offense","Loss","258","340",""
"2018/03/02 5:20:37 PM EST","5740","Qualification","55","Nothing - attempted auto and failed (explain below);Cross Baseline","Middle","","2","0","4","0","Get cube from the portal","3","3","Platform","Both","Win","276","268","Very good at moving from portal to EZ and playing defense"
"2018/03/02 5:20:41 PM EST","3844","Qualification","55","Nothing - attempted auto and failed (explain below)","Middle","","2","0","4","0","Pick cube off the floor","2","2","Neither","Offense","Loss","268","276",""
"2018/03/02 5:20:55 PM EST","5811","Qualification","55","Cross Baseline","Right","","2","5","4","0","Pick cube off the floor","2","2","Neither","Offense","Win","276","268",""
"2018/03/02 5:21:00 PM EST","4085","Qualification","55","Cross Baseline","Left","","2","1","2","0","Pick cube off the floor","2","2","Neither","Offense","Loss","268","276","Slightly struggled to get cubes...missed switch couple of times ....stopped working in endgame"
"2018/03/02 5:21:16 PM EST","379","Qualification","55","Cross Baseline;Put Cube(s) in Switch (if multiple specify below)","Middle","Very fast and accurate. ","4","0","4","3","Pick cube off the floor","3","3","Successful Climb","Offense","Loss","264","278","Very fast. Has theability to lift two teammates. "
