"Timestamp","Team Number","Match Type","Match Number","Starting Position","Which side of the field was their SWITCH plate on?","Which side of the field was their SCALE plate on?","Did the robot cross the baseline?","How many cubes did the robot put in the SWITCH","How many cubes did the robot put in the SCALE","Comments","Cubes placed in Exchange Zone (EZ)","Cubes placed in Switch","Cubes placed in Scale","Failed Cube Attempts (in EZ, Switch, or Scale)","Where does the robot get cubes from?","What did the robot do in endgame?","How many OTHER robots did it lift?","Which part of the bar did the robot climb / attempt to climb on?","General Comments","What was the team's result?","Would this robot be a good alliance partner?"
"2018/04/26 3:45:20 PM AST","6193","Qualification","45","Left","Left","Right","No","0","0","Got stuck behind switch","0","1","2","4","Floor","Attempted Climb","0","Other (specify in comments)","Got on platform robot but platform robot failed to start climbing","Loss","2"
"2018/04/26 3:45:24 PM AST","4905","Qualification","45","Right","Left","Right","Yes","0","1","","0","2","2","0","Floor","Platform/Was Lifted","0","Robot did NOT attempt to climb","Good at maneuvering around field. Could see places that needed cubes and deliver them","Loss","3"
"2018/04/26 3:45:32 PM AST","5740","Qualification","45","Middle","Left","Right","Yes","0","0","","3","2","0","1","Floor","Neither","0","Robot did NOT attempt to climb","Little bit clumsy putting in ez and switch. Didn’t make it on another robots ramp in time","Loss","2"
"2018/04/26 3:50:57 PM AST","56","Qualification","46","Left","Left","Left","Yes","0","1","","0","0","6","2","Floor","Neither","0","Robot did NOT attempt to climb","","Win","3"
"2018/04/26 3:50:59 PM AST","2194","Qualification","46","Middle","Left","Left","Yes","0","0","","0","0","4","0","Floor","Climb","0","The middle portion of the bar","","Win","3"
"2018/04/26 3:51:03 PM AST","5339","Qualification","46","Left","Left","Left","Yes","0","0","","5","2","0","0","Floor","Platform/Was Lifted","0","Robot did NOT attempt to climb","Good at EZ. Good drivers","Loss","3"
"2018/04/26 3:51:05 PM AST","578","Qualification","46","Left","Left","Left","Yes","1","0","Attempted another switch but missed. ","8","0","0","0","Floor","Attempted Climb","0","The middle portion of the bar","Robot was super specialized but crazy fast on EZ. Couldn’t line up the climb. ","Win","3"
"2018/04/26 3:51:17 PM AST","5492","Qualification","46","Right","Left","Right","Yes","0","0","","0","0","7","1","Floor","Neither","0","Robot did NOT attempt to climb","Great scale bot. Didn’t have time to climb.","Loss","5"
"2018/04/26 3:52:12 PM AST","2791","Qualification","46","Middle","Left","Left","Yes","0","0","","0","0","4","0","Floor","Neither","0","Robot did NOT attempt to climb","Attempted to lift other robots up ","Loss","2"
"2018/04/26 3:57:15 PM AST","772","Qualification","47","Left","Right","Right","Yes","0","0","","0","0","5","0","Floor","Climb","0","The middle portion of the bar","","Win","3"
"2018/04/26 3:57:23 PM AST","4122","Qualification","47","Middle","Right","Right","Yes","0","1","Has 2 cube scale auto","0","0","6","1","Floor","Attempted Climb","0","Other (specify in comments)","Put hook on bar in middle but did not climb","Loss","3"
"2018/04/26 3:57:24 PM AST","250","Qualification","47","Right","Right","Right","Yes","0","0","","6","0","0","0","Floor","Platform/Was Lifted","0","Robot did NOT attempt to climb","Focused on EZ and did good job","Loss","2"
"2018/04/26 3:57:26 PM AST","1018","Qualification","47","Right","Left","Right","Yes","0","0","Slammed into the scale and got stuck. Tried to put a cube up but failed. ","9","1","0","0","Floor","Neither","0","Robot did NOT attempt to climb","Tried to get to the platform but ran out of time. Very very fast at EZ","Win","3"
"2018/04/26 3:57:40 PM AST","3130","Qualification","47","Left","Right","Right","Yes","0","1","","0","0","6","2","Floor","Neither","0","Robot did NOT attempt to climb","","Loss","3"
"2018/04/26 3:58:42 PM AST","3542","Qualification","47","Middle","Right","Right","Yes","1","0","","0","0","4","0","Floor","Climb","1","The middle portion of the bar","","Win","3"
"2018/04/26 4:03:48 PM AST","4946","Qualification","48","Middle","Right","Left","Yes","1","0","","0","3","2","0","Floor","Attempted Climb","0","The middle portion of the bar","","Win","3"
"2018/04/26 4:04:56 PM AST","6947","Qualification","48","Right","Right","Left","Yes","0","0","","2","2","0","1","Floor","Neither","2","Robot did NOT attempt to climb","Very slow","Loss","1"
"2018/04/26 4:04:59 PM AST","3504","Qualification","48","Middle","Right","Left","No","2","0","","0","3","1","2","Both","Climb","0","Right side of the bar","Had to play defense","Loss","3"
"2018/04/26 4:05:02 PM AST","5443","Qualification","48","Right","Right","Left","Yes","0","0","Just moved. ","6","0","0","0","Floor","Attempted Climb","0","The middle portion of the bar","Played a lot of defense. Good at ez. Very aggressive. ","Win","2"
"2018/04/26 4:05:04 PM AST","2481","Qualification","48","Left","Right","Left","Yes","0","3","","0","3","3","0","Floor","Attempted Climb","0","The middle portion of the bar","","Win","3"
"2018/04/26 4:05:17 PM AST","3572","Qualification","48","Left","Right","Left","Yes","0","1","","0","3","1","0","Floor","Neither","0","Robot did NOT attempt to climb","Average? Speed was ok","Loss","1"
"2018/04/26 4:09:44 PM AST","3536","Qualification","49","Right","Right","Left","Yes","0","1","","1","5","0","0","Both","Neither","0","Robot did NOT attempt to climb","","Win","3"
"2018/04/26 4:09:45 PM AST","1625","Qualification","50","Middle","Right","Left","Yes","1","0","","0","3","0","0","Floor","Climb","1","The middle portion of the bar","","Win","3"
"2018/04/26 4:10:14 PM AST","125","Qualification","49","Left","Left","Right","Yes","0","1","Good pace. Grabbed a second cube. ","1","1","3","0","Floor","Platform/Was Lifted","0","Robot did NOT attempt to climb","Pretty good. Gave of gave up at the end when the cubes ran out (didn’t do anything for the last 50 seconds)","Win","3"
"2018/04/26 4:10:17 PM AST","157","Qualification","49","Middle","Right","Left","Yes","1","0","","5","3","0","3","Floor","Neither","0","Robot did NOT attempt to climb","It stayed on its side of the field the entire match. ","Loss","2"
"2018/04/26 4:10:21 PM AST","6590","Qualification","49","Right","Right","Left","Yes","1","0","","0","4","0","0","Floor","Platform/Was Lifted","0","Robot did NOT attempt to climb","Good at getting cubes from floor and quickly putting them in switch","Loss","2"
"2018/04/26 4:10:32 PM AST","51","Qualification","49","Left","Left","Left","Yes","0","1","","1","3","0","0","Floor","Climb","0","The middle portion of the bar","Pretty versatile but generally slow","Loss","3"
"2018/04/26 4:15:33 PM AST","2451","Qualification","50","Right","Left","Right","Yes","0","0","","3","0","0","0","Floor","Attempted Climb","0","The middle portion of the bar","","Loss","1"
"2018/04/26 4:15:34 PM AST","548","Qualification","50","Middle","Left","Right","Yes","1","0","","0","2","0","1","Floor","Neither","0","Robot did NOT attempt to climb","","Loss","1"
"2018/04/26 4:15:41 PM AST","5884","Qualification","50","Right","Left","Right","Yes","0","1","","0","2","3","1","Floor","Neither","0","Robot did NOT attempt to climb","Good robot very versatile but driver not the greatest","Win","3"
"2018/04/26 4:15:51 PM AST","977","Qualification","50","Left","Left","Right","Yes","1","0","","4","1","0","0","Floor","Climb","0","Right side of the bar","It had a lot of robots in it way so it had difficulty moving but driving didn’t seem to be the best. ","Win","4"
"2018/04/26 4:15:54 PM AST","177","Qualification","50","Middle","Left","Right","Yes","0","0","","0","0","6","0","Floor","Climb","0","Left side of the bar","Penalties for pushing disconnected robot in Null zone ","Win","5"
"2018/04/26 4:16:03 PM AST","3274","Qualification","50","Right","Left","Right","Yes","0","0","Just crossed the baseline. ","0","0","7","0","Floor","Neither","0","Robot did NOT attempt to climb","Was waited to get platform until alliance partner climbed. Very fast cycle time. ","Loss","5"
"2018/04/27 8:05:16 AM AST","5036","Qualification","51","Middle","Left","Right","Yes","0","0","","6","5","0","0","Floor","Neither","0","Robot did NOT attempt to climb","No lift but really quick","Loss","2"
"2018/04/27 8:05:41 AM AST","6869","Qualification","51","Left","Left","Right","Yes","0","0","Attempted and failed","3","2","0","2","Floor","Neither","0","Robot did NOT attempt to climb","Has a hard time collecting cubes. Loses them very easily. ","Win","1"
"2018/04/27 8:06:12 AM AST","6193","Qualification","51","Right","Left","Right","Yes","0","1","","0","4","2","0","Floor","Climb","0","The middle portion of the bar","Fast climb; pretty good at all tasks","Win","4"
"2018/04/27 8:06:14 AM AST","3844","Qualification","51","Right","Left","Right","Yes","0","0","","0","3","0","0","Floor","Neither","0","Robot did NOT attempt to climb","Struggled a lot with managing cubes. Especially with depositing. Didn’t do much","Loss","1"
"2018/04/27 8:07:15 AM AST","78","Qualification","51","Left","Left","Right","Yes","1","0","","0","2","3","0","Floor","Climb","0","The middle portion of the bar","","Loss","2"
"2018/04/27 8:07:43 AM AST","5434","Qualification","51","Middle","Left","Right","Yes","0","0","","0","0","2","0","Floor","Neither","0","Robot did NOT attempt to climb","Lost connection","Win","2"
"2018/04/27 8:12:04 AM AST","247","Qualification","52","Right","Left","Right","Yes","0","0","Failed switch auto( penalty for crossing into other half of the field)","0","0","1","0","Floor","Neither","0","Robot did NOT attempt to climb","Lost connection ","Loss","1"
"2018/04/27 8:12:08 AM AST","5234","Qualification","52","Middle","Left","Left","Yes","1","0","","0","1","5","0","Floor","Attempted Climb","0","Other (specify in comments)","","Win","3"
"2018/04/27 8:12:17 AM AST","1418","Qualification","52","Right","Left","Right","Yes","0","0","Almost got one in the scale","0","0","1","1","Floor","Climb","0","The middle portion of the bar","","Win","1"
"2018/04/27 8:12:31 AM AST","5914","Qualification","52","Left","Left","Right","Yes","1","0","","3","0","3","0","Floor","Attempted Climb","0","The middle portion of the bar","Good at ez","Loss","3"
"2018/04/27 8:12:36 AM AST","4458","Qualification","52","Left","Left","Right","Yes","1","0","","6","0","0","0","Floor","Neither","0","Robot did NOT attempt to climb","Mechanum wheels but driver isn’t good. Ez cycle is pretty slow","Win","1"
"2018/04/27 8:12:56 AM AST","3695","Qualification","52","Middle","Left","Right","Yes","1","0","","4","0","1","0","Floor","Attempted Climb","0","Left side of the bar","It was fast but the gripper stopped working after one cube. They were very good drivers though and pushed cubes into the EZ. They couldn’t line up the climb with another robot in time. ","Loss","3"
"2018/04/27 8:18:09 AM AST","3117","Qualification","53","Middle","Left","Left","Yes","0","0","Failed switch auto","0","2","0","1","Floor","Neither","0","Robot did NOT attempt to climb","Slow; hard time picking up cubes ","Loss","1"
"2018/04/27 8:18:12 AM AST","4198","Qualification","53","Right","Left","Left","Yes","0","0","","9","3","0","0","Floor","Neither","0","Robot did NOT attempt to climb","Really smart drive team","Win","4"
"2018/04/27 8:18:35 AM AST","1711","Qualification","53","Right","Left","Left","Yes","0","0","","8","1","0","1","Floor","Platform/Was Lifted","0","Robot did NOT attempt to climb","Good EZ cube runner. Seemed a bit clunky.","Loss","3"
"2018/04/27 8:18:45 AM AST","4917","Qualification","53","Middle","Left","Left","Yes","2","0","","0","0","7","2","Floor","Climb","0","The middle portion of the bar","Super great scale bot! Took it back from beak’s auto and won","Win","5"
"2018/04/27 8:21:15 AM AST","4028","Qualification","53","Left","Left","Left","Yes","0","1","","0","0","5","0","Floor","Climb","0","Other (specify in comments)","Climbed on middle part of bar but all the way to the right so other robot could climb in middle too","Loss","4"
"2018/04/27 8:21:42 AM AST","3535","Qualification","53","Left","Right","Left","Yes","1","0","","0","1","4","0","Neither","Climb","0","The middle portion of the bar","","Win","3"
"2018/04/27 8:24:56 AM AST","365","Qualification","54","Middle","Left","Right","Yes","2","0","","0","0","5","0","Floor","Climb","0","The middle portion of the bar","","Loss","2"
"2018/04/27 8:25:01 AM AST","6936","Qualification","54","Right","Left","Right","Yes","0","0","","5","2","0","0","Floor","Attempted Climb","0","Other (specify in comments)","fell over trying to climb","Loss","2"
"2018/04/27 8:25:05 AM AST","857","Qualification","54","Right","Left","Right","Yes","0","0","Slow","6","0","0","0","Floor","Neither","0","Robot did NOT attempt to climb","Good defense; collector not strong enough ","Win","2"
"2018/04/27 8:25:14 AM AST","111","Qualification","54","Left","Left","Right","Yes","0","0","Screwed up auto logic","3","3","1","0","Floor","Neither","0","Robot did NOT attempt to climb","SUoer clumsy and not the best drive team but has a lot of potential","Loss","3"
"2018/04/27 8:25:16 AM AST","2337","Qualification","54","Left","Left","Right","Yes","0","1","","0","3","2","0","Floor","Climb","0","The middle portion of the bar","Really fast and efficient","Win","5"
"2018/04/27 8:25:32 AM AST","2834","Qualification","54","Middle","Left","Right","Yes","2","0","","0","0","5","0","Floor","Climb","0","The middle portion of the bar","Has helped bar and climbs very high so another robot can fit under it. It’s  very fast. Can place cubes very accurately onto scale when there are already many cubes on it. ","Win","5"
"2018/04/27 8:31:26 AM AST","4645","Qualification","55","Left","Left","Left","Yes","0","0","","8","3","0","1","Floor","Neither","0","Robot did NOT attempt to climb","Clunky.  Has trouble placing cubes into the switch. ","Win","3"
"2018/04/27 8:31:28 AM AST","3461","Qualification","55","Right","Left","Left","Yes","0","0","Failed scale auto","0","0","7","2","Floor","Climb","0","Left side of the bar","Kept missing scale ","Win","3"
"2018/04/27 8:31:29 AM AST","865","Qualification","55","Middle","Left","Left","Yes","2","0","","0","3","3","1","Floor","Climb","0","The middle portion of the bar","Very fast and helpful","Win","5"
"2018/04/27 8:31:36 AM AST","6823","Qualification","55","Left","Right","Left","Yes","1","0","","3","3","0","0","Floor","Platform/Was Lifted","0","Robot did NOT attempt to climb","","Loss","2"
"2018/04/27 8:31:40 AM AST","4905","Qualification","55","Middle","Left","Left","Yes","1","0","","5","1","0","0","Floor","Platform/Was Lifted","2","Robot did NOT attempt to climb","","Loss","2"
"2018/04/27 8:32:21 AM AST","1519","Qualification","55","Right","Left","Left","Yes","1","2","Insanely good auto. Far side double scale single switch","0","0","6","1","Both","Platform/Was Lifted","0","Robot did NOT attempt to climb","Cool turny lift. Good robot","Loss","5"
"2018/04/27 8:37:41 AM AST","772","Qualification","56","Middle","Left","Right","Yes","1","0","","0","0","3","3","Floor","Climb","0","The middle portion of the bar","Bad","Loss","1"
"2018/04/27 8:37:54 AM AST","2501","Qualification","56","Left","Left","Right","Yes","1","0","Fast","5","0","0","0","Floor","Climb","0","Left side of the bar","Slow picking up cubes","Win","3"
"2018/04/27 8:38:01 AM AST","176","Qualification","55","Left","Left","Right","Yes","1","0","","0","1","3","0","Floor","Climb","0","The middle portion of the bar","Fast turnover time between picking up cube and putting it on scale","Win","4"
"2018/04/27 8:38:08 AM AST","1391","Qualification","56","Right","Left","Right","Yes","0","1","Even when tipped against","5","2","2","0","Both","Climb","0","Left side of the bar","Very efficient bot","Loss","5"
"2018/04/27 8:38:15 AM AST","5406","Qualification","56","Right","Left","Right","Yes","0","3","","0","1","5","1","Floor","Neither","0","Robot did NOT attempt to climb","3 cube auto!!! Can place cubes well on a very crowded scale. Good driving. ","Win","5"
"2018/04/27 8:40:21 AM AST","494","Qualification","56","Left","Left","Right","Yes","1","0","","0","2","2","0","Floor","Attempted Climb","0","Right side of the bar","","Win","3"
"2018/04/27 8:43:27 AM AST","5339","Qualification","57","Right","Left","Right","Yes","0","1","","0","3","2","0","Floor","Platform/Was Lifted","0","Robot did NOT attempt to climb","","Loss","2"
"2018/04/27 8:43:37 AM AST","6590","Qualification","57","Middle","Left","Right","Yes","0","0","Failed switch ","0","3","2","0","Floor","Neither","0","Robot did NOT attempt to climb","Hard time dropping cubes ","Win","1"
"2018/04/27 8:43:40 AM AST","6947","Qualification","57","Middle","Left","Right","Yes","0","0","","2","1","0","0","Floor","Neither","0","Robot did NOT attempt to climb","Super slow","Loss","1"
"2018/04/27 8:44:02 AM AST","1018","Qualification","56","Left","Left","Right","Yes","1","0","","2","1","3","1","Floor","Neither","0","Robot did NOT attempt to climb","Fast at driving and retrieving cubes","Win","4"
"2018/04/27 8:44:17 AM AST","6869","Qualification","57","Right","Left","Right","Yes","0","0","","5","1","0","1","Floor","Platform/Was Lifted","0","Robot did NOT attempt to climb","Didn’t drive well and doesn’t collect well. ","Win","1"
"2018/04/27 8:44:33 AM AST","1418","Qualification","57","Left","Left","Right","Yes","1","0","","0","0","5","0","Both","Climb","0","The middle portion of the bar","VERY tippy. Almost fell over twice. Takes a long time to collect cubes and line up. Inefficient. ","Loss","2"
"2018/04/27 8:49:41 AM AST","247","Qualification","58","Middle","Left","Left","Yes","0","0","","1","3","3","0","Floor","Neither","0","Robot did NOT attempt to climb","","Win","2"
"2018/04/27 8:49:44 AM AST","3844","Qualification","58","Right","Left","Left","Yes","0","1","","0","2","0","2","Floor","Platform/Was Lifted","0","Robot did NOT attempt to climb","","Win","2"
"2018/04/27 8:49:56 AM AST","2451","Qualification","58","Left","Left","Left","Yes","1","1","Fast","0","5","0","0","Floor","Platform/Was Lifted","0","Robot did NOT attempt to climb","Fast; hard time picking up cubes ","Loss","4"
"2018/04/27 8:49:59 AM AST","3117","Qualification","58","Middle","Left","Left","Yes","1","0","","0","1","2","0","Floor","Attempted Climb","2","The middle portion of the bar","Very slow. Has a hard time controlling cube. Couldn’t lift the other two robots ","Loss","1"
"2018/04/27 8:50:30 AM AST","2481","Qualification","58","Left","Left","Left","Yes","0","1","Tried for 3 in scale. Failed","1","4","3","1","Both","Platform/Was Lifted","0","Robot did NOT attempt to climb","Speedy bot. CANNOT REACH SCALE WHEN TIPPED AGIANST. CANNOT REACH 2 LAYER WHEN TIPPED IN FAVOR. ","Win","3"
"2018/04/27 8:51:29 AM AST","51","Qualification","58","Right","Left","Left","Yes","0","0","","4","2","0","0","Floor","Platform/Was Lifted","0","Robot did NOT attempt to climb","Bad at picking up cubes","Loss","1"
"2018/04/27 8:57:13 AM AST","4122","Qualification","59","Middle","Right","Right","Yes","1","0","Second cube in but didn’t count (time)","4","0","0","4","Floor","Neither","0","Robot did NOT attempt to climb","Kept missing EZ; slow picking up cubes ","Loss","1"
"2018/04/27 8:57:16 AM AST","5883","Qualification","59","Right","Right","Right","Yes","0","1","","0","2","4","0","Floor","Neither","0","Robot did NOT attempt to climb","","Win","3"
"2018/04/27 8:57:16 AM AST","3274","Qualification","59","Left","Right","Right","Yes","0","0","","2","1","2","0","Neither","Neither","0","Robot did NOT attempt to climb","","Win","3"
"2018/04/27 8:57:38 AM AST","3695","Qualification","59","Left","Right","Right","Yes","1","0","","0","0","5","0","Floor","Platform/Was Lifted","0","The middle portion of the bar","Got lifted. Collector worked this time. Not that great though. Frequently loses cubes","Loss","2"
"2018/04/27 8:57:51 AM AST","5492","Qualification","59","Middle","Right","Right","Yes","0","0","Dropped cube in switch attempt","1","6","0","0","Floor","Climb","0","The middle portion of the bar","Ok robot but terrible collector. Dropped at least 4 cubes. ","Win","2"
"2018/04/27 8:59:36 AM AST","1625","Qualification","59","Right","Right","Right","Yes","0","0","Attempted scale but missed","0","3","1","0","Floor","Climb","1","The middle portion of the bar","Really good lift of other robot","Loss","4"
"2018/04/27 9:03:49 AM AST","6193","Qualification","60","Left","Left","Right","Yes","1","0","","0","0","4","2","Floor","Attempted Climb","0","The middle portion of the bar","","Loss","2"
"2018/04/27 9:03:52 AM AST","4198","Qualification","60","Right","Left","Right","Yes","0","0","","5","2","0","1","Floor","Climb","0","Right side of the bar","Kept missing EZ","Win","2"
"2018/04/27 9:04:03 AM AST","865","Qualification","60","Left","Left","Right","Yes","0","1","","0","3","5","0","Floor","Climb","0","The middle portion of the bar","Can climb with another bot. This robot is really good. Really accurate placement. ","Win","5"
"2018/04/27 9:04:40 AM AST","3504","Qualification","60","Middle","Left","Right","Yes","1","0","","0","1","2","1","Floor","Neither","0","Robot did NOT attempt to climb","","Loss","2"
"2018/04/27 9:04:41 AM AST","1711","Qualification","60","Middle","Left","Right","Yes","1","0","","0","2","3","0","Floor","Platform/Was Lifted","0","Robot did NOT attempt to climb","","Win","3"
"2018/04/27 9:05:11 AM AST","857","Qualification","60","Right","Left","Right","Yes","0","0","Possibly had a switch auto but it was the wrong color. Maybe not tho","4","1","0","0","Floor","Neither","0","Robot did NOT attempt to climb","Big hunky bot. Inefficient so played defense. Pretty good at defense. ","Loss","3"
"2018/04/27 9:12:01 AM AST","3130","Qualification","61","Left","Left","Right","Yes","0","0","Failed scale and penalty ","0","0","5","1","Floor","Climb","0","Left side of the bar","Penalty for hanging on scale ","Loss","4"
"2018/04/27 9:12:04 AM AST","5740","Qualification","61","Left","Left","Right","Yes","0","0","","0","0","0","0","Floor","Neither","0","Robot did NOT attempt to climb","","Win","1"
"2018/04/27 9:12:07 AM AST","6823","Qualification","61","Right","Left","Right","Yes","0","0","","3","1","0","0","Floor","Neither","0","Robot did NOT attempt to climb","Pretty slow","Loss","1"
"2018/04/27 9:12:08 AM AST","2337","Qualification","61","Left","Left","Right","Yes","0","1","Almost got two","0","0","4","0","Floor","Climb","0","The middle portion of the bar","","Win","3"
"2018/04/27 9:12:09 AM AST","5434","Qualification","61","Middle","Left","Right","Yes","1","0","","0","0","3","2","Floor","Neither","0","Robot did NOT attempt to climb","Whoops it fell over at the end. It’s very tippy and slow and can’t place cubes accurately on the scale. ","Loss","2"
"2018/04/27 9:13:51 AM AST","2501","Qualification","61","Middle","Left","Right","Yes","1","0","","0","0","5","0","Floor","Attempted Climb","0","Left side of the bar","Penalty for contact in the null zone. Can’t pick up sideways cubes. Careless cube placement knocked 4 cubes in total off of scale from two mistakes. ","Win","1"
"2018/04/27 9:18:44 AM AST","2834","Qualification","62","Middle","Right","Left","Yes","1","0","Failed second switch ","0","1","6","0","Floor","Attempted Climb","0","The middle portion of the bar","Good scale aim; fast ","Loss","3"
"2018/04/27 9:18:46 AM AST","494","Qualification","62","Middle","Right","Left","Yes","1","0","","0","0","5","3","Floor","Climb","0","Left side of the bar","","Win","5"
"2018/04/27 9:18:48 AM AST","1391","Qualification","62","Right","Right","Left","Yes","0","2","","0","1","4","2","Floor","Climb","0","The middle portion of the bar","Very fast robot. Good driving","Loss","4"
"2018/04/27 9:18:54 AM AST","578","Qualification","62","Right","Right","Left","Yes","0","0","","0","0","1","0","Floor","Neither","0","Robot did NOT attempt to climb","","Win","4"
"2018/04/27 9:19:34 AM AST","250","Qualification","62","Left","Right","Left","No","0","0","","7","0","0","0","Floor","Neither","0","Robot did NOT attempt to climb","Really fast at eZ and can do defense","Loss","4"
"2018/04/27 9:20:47 AM AST","4028","Qualification","62","Left","Right","Left","Yes","1","1","Same side scale then far side switch. It was good","0","0","4","1","Both","Climb","0","Right side of the bar","Effective defense played agianst them. Pinned against wall when coming back from portal. Teammate did a bad job with neat stacks so one of the cubes that they tried to place fell off. ","Win","5"
"2018/04/27 9:28:41 AM AST","5914","Qualification","63","Right","Right","Right","Yes","0","0","Missed scale","1","0","2","2","Floor","Climb","0","Left side of the bar","Kept missing scale ","Win","3"
"2018/04/27 9:28:41 AM AST","176","Qualification","63","Left","Right","Right","Yes","0","0","","0","1","7","0","Floor","Climb","0","Right side of the bar","Very fast robot with good scale placement on crowded scale. ","Win","5"
"2018/04/27 9:28:43 AM AST","4917","Qualification","63","Middle","Right","Right","Yes","2","0","Very strong auto","6","1","0","0","Floor","Neither","0","Robot did NOT attempt to climb","Ran into other robots but good at EZ","Win","3"
"2018/04/27 9:28:44 AM AST","365","Qualification","63","Left","Right","Right","Yes","0","0","","0","0","4","0","Floor","Platform/Was Lifted","0","Robot did NOT attempt to climb","","Loss","3"
"2018/04/27 9:28:44 AM AST","4905","Qualification","63","Right","Right","Right","Yes","0","1","","5","0","0","0","Floor","Platform/Was Lifted","0","Right side of the bar","","Loss","3"
"2018/04/27 9:28:51 AM AST","157","Qualification","63","Middle","Right","Right","Yes","1","0","","1","1","2","0","Floor","Platform/Was Lifted","0","Robot did NOT attempt to climb","Versatile but not great at anything ","Loss","2"
"2018/04/27 9:35:05 AM AST","2194","Qualification","64","Middle","Right","Right","Yes","2","0","","0","0","3","1","Both","Neither","0","Robot did NOT attempt to climb","Fast","Loss","4"
"2018/04/27 9:35:08 AM AST","4645","Qualification","64","Right","Right","Right","Yes","0","0","","8","1","0","1","Floor","Neither","0","Robot did NOT attempt to climb","Efficient boy","Loss","3"
"2018/04/27 9:35:09 AM AST","234","Qualification","64","Middle","Right","Right","Yes","3","0","","3","0","3","0","Floor","Climb","0","Right side of the bar","","Win","3"
"2018/04/27 9:35:10 AM AST","3542","Qualification","64","Left","Right","Right","Yes","0","1","","0","0","4","1","Floor","Attempted Climb","0","The middle portion of the bar","+an accommodate other bots on bar for climbing. It drives fast and well. This match prob wasn’t its best. ","Loss","4"
"2018/04/27 9:35:13 AM AST","5036","Qualification","64","Left","Right","Right","Yes","0","0","","4","0","0","0","Floor","Neither","0","Robot did NOT attempt to climb","No lift","Win","1"
"2018/04/27 9:35:27 AM AST","234","Qualification","64","Middle","Right","Right","Yes","3","0","","0","0","6","0","Floor","Climb","0","Right side of the bar","Pretty efficient with scale. Takes some time to get placement right and the pile was messy which made it hard for them","Win","4"
"2018/04/27 9:42:09 AM AST","3572","Qualification","64","Right","Right","Right","Yes","0","1","Fast","4","2","0","0","Floor","Climb","0","Right side of the bar","Good at EZ","Loss","4"
"2018/04/27 9:42:10 AM AST","1519","Qualification","65","Right","Right","Right","Yes","0","2","","0","0","4","0","Floor","Platform/Was Lifted","0","Robot did NOT attempt to climb","","Win","3"
"2018/04/27 9:42:11 AM AST","5234","Qualification","65","Middle","Right","Right","Yes","1","0","","0","1","1","0","Floor","Attempted Climb","0","The middle portion of the bar","Bad at collecting cubes. spits them across field","Loss","1"
"2018/04/27 9:42:14 AM AST","111","Qualification","65","Left","Right","Right","Yes","0","0","Attempt scale","0","0","5","2","Floor","Neither","0","Robot did NOT attempt to climb","It had a hard time with scale placement","Loss","3"
"2018/04/27 9:42:16 AM AST","125","Qualification","65","Left","Right","Right","Yes","0","0","","2","0","3","1","Floor","Neither","0","Robot did NOT attempt to climb","","Win","2"
"2018/04/27 9:42:23 AM AST","56","Qualification","65","Middle","Right","Right","Yes","1","0","","4","4","2","1","Floor","Climb","0","The middle portion of the bar","Really great at everything!! Speedy","Win","5"
"2018/04/27 9:48:49 AM AST","4946","Qualification","66","Right","Right","Right","Yes","0","1","Fast","1","1","6","0","Floor","Neither","0","Robot did NOT attempt to climb","Really fast scale ","Win","5"
"2018/04/27 9:48:57 AM AST","177","Qualification","66","Left","Right","Right","No","0","0","","0","3","4","1","Floor","Climb","0","Left side of the bar","Efficient at scale...quick climber","Win","4"
"2018/04/27 9:49:06 AM AST","4458","Qualification","66","Left","Right","Right","Yes","0","0","","6","1","0","1","Floor","Platform/Was Lifted","0","Robot did NOT attempt to climb","Pretty slow cycle time and got lifted","Loss","2"
"2018/04/27 9:49:20 AM AST","78","Qualification","66","Middle","Right","Right","Yes","0","0","","0","3","2","0","Both","Neither","0","Robot did NOT attempt to climb","Another robot was going to lift it but it fell back and fell","Loss","1"
"2018/04/27 9:50:15 AM AST","548","Qualification","66","Right","Right","Right","Yes","1","0","","6","0","0","0","Floor","Climb","0","The middle portion of the bar","It was fully extended most of the match and it didn’t seem like it was supposed to be. ","Win","3"
"2018/04/27 9:50:19 AM AST","2791","Qualification","66","Right","Right","Right","Yes","0","2","","0","0","6","1","Both","Neither","1","Robot did NOT attempt to climb","Can lift other robots but can not climb itself","Loss","4"
"2018/04/27 9:55:27 AM AST","3461","Qualification","67","Right","Left","Left","Yes","0","1","","6","4","1","0","Floor","Neither","0","Robot did NOT attempt to climb","Fast","Win","5"
"2018/04/27 9:55:39 AM AST","5443","Qualification","67","Middle","Left","Right","Yes","0","0","","3","0","0","0","Floor","Neither","0","Robot did NOT attempt to climb","The cube was stuck to the robot so it couldn’t do anything ","Loss","1"
"2018/04/27 9:55:41 AM AST","3535","Qualification","67","Left","Left","Left","Yes","1","0","","4","5","0","0","Floor","Climb","0","The middle portion of the bar","Pretty good but couldn’t defend the switch because the other alliance had control the whole time","Loss","3"
"2018/04/27 9:56:12 AM AST","977","Qualification","67","Right","Left","Left","Yes","0","0","","0","3","0","1","Both","Climb","0","The middle portion of the bar","Tippy bad at grabbing cubes","Loss","2"
"2018/04/27 9:56:47 AM AST","6936","Qualification","67","Left","Left","Left","Yes","1","0","","2","2","0","0","Floor","Platform/Was Lifted","0","Other (specify in comments)","Sometimes had trouble collecting cubes. Was lifted but seemed like it could have attempted climbing","Win","2"
